From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Names (primary)
CAB4012242.1	A0A7D9ELC2	unreviewed	A0A7D9ELC2_PARCT	Uncharacterized protein	PACLA_8A031795	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	674			GO:0003964; GO:0004519	endonuclease activity [GO:0004519]; RNA-directed DNA polymerase activity [GO:0003964]	endonuclease activity [GO:0004519]; RNA-directed DNA polymerase activity [GO:0003964]	
CAB3999925.1	A0A6S7H2J3	unreviewed	A0A6S7H2J3_PARCT	Retrovirus-related Pol poly from transposon TNT 1-94	PACLA_8A050738	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	669		DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003676; GO:0003887; GO:0003964; GO:0004519; GO:0006310; GO:0008270; GO:0015074	DNA-directed DNA polymerase activity [GO:0003887]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]	DNA-directed DNA polymerase activity [GO:0003887]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	
RMX38889.1	A0A3M6TC54	unreviewed	A0A3M6TC54_POCDA	Reverse transcriptase domain-containing protein	pdam_00024486	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	361						
CAB3983859.1	A0A7D9HJ09	unreviewed	A0A7D9HJ09_PARCT	Uncharacterized protein	PACLA_8A071262	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	183						
KAK2553623.1	A0AAD9UXJ1	unreviewed	A0AAD9UXJ1_ACRCE	YqaJ viral recombinase domain-containing protein	P5673_025117	Acropora cervicornis (Staghorn coral)	572		DNA repair [GO:0006281]	GO:0006281		DNA repair [GO:0006281]	
PFX27060.1	A0A2B4SE13	unreviewed	A0A2B4SE13_STYPI	CCHC-type domain-containing protein	AWC38_SpisGene8268	Stylophora pistillata (Smooth cauliflower coral)	361						
CAB4009410.1	A0A6S7I0Z7	unreviewed	A0A6S7I0Z7_PARCT	Uncharacterized protein LOC110062804	PACLA_8A045094	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	472		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	
RMX43898.1	A0A3M6TRK4	unreviewed	A0A3M6TRK4_POCDA	Uncharacterized protein	pdam_00011284	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	212		small GTPase-mediated signal transduction [GO:0007264]	GO:0003924; GO:0005525; GO:0007264	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; small GTPase-mediated signal transduction [GO:0007264]	
PFX14343.1	A0A2B4RC25	unreviewed	A0A2B4RC25_STYPI	Transposon Tf2-6 polyprotein	Tf2-6 AWC38_SpisGene21510	Stylophora pistillata (Smooth cauliflower coral)	1402		DNA integration [GO:0015074]	GO:0003676; GO:0003964; GO:0004519; GO:0008270; GO:0015074	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]	Tf2-6
KAK2548161.1	A0AAD9USC3	unreviewed	A0AAD9USC3_ACRCE	RNA-directed DNA polymerase from transposon BS	P5673_031688	Acropora cervicornis (Staghorn coral)	1053			GO:0003964	RNA-directed DNA polymerase activity [GO:0003964]	RNA-directed DNA polymerase activity [GO:0003964]	
KAK2550343.1	A0AAD9PWH2	unreviewed	A0AAD9PWH2_ACRCE	Endonuclease/exonuclease/phosphatase domain-containing protein	P5673_029043	Acropora cervicornis (Staghorn coral)	516			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]	
PFX14016.1	A0A2B4RA38	unreviewed	A0A2B4RA38_STYPI	Uncharacterized protein K02A2.6	K02A2.6 AWC38_SpisGene21860	Stylophora pistillata (Smooth cauliflower coral)	415		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	K02A2.6
KAK2566198.1	A0AAD9QRS1	unreviewed	A0AAD9QRS1_ACRCE	Transposon Tf2-6 polyprotein	P5673_009662	Acropora cervicornis (Staghorn coral)	1645		DNA integration [GO:0015074]	GO:0003676; GO:0003964; GO:0004519; GO:0008270; GO:0015074	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]	
PFX18797.1	A0A2B4RR18	unreviewed	A0A2B4RR18_STYPI	Integrase catalytic domain-containing protein	AWC38_SpisGene16829	Stylophora pistillata (Smooth cauliflower coral)	1611		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	
PFX14671.1	A0A2B4RAI6	unreviewed	A0A2B4RAI6_STYPI	THAP domain-containing protein 3	THAP3 AWC38_SpisGene21150	Stylophora pistillata (Smooth cauliflower coral)	652			GO:0003677; GO:0008270	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	THAP3
PFX16956.1	A0A2B4RIE1	unreviewed	A0A2B4RIE1_STYPI	RNA-directed DNA polymerase from mobile element jockey	pol AWC38_SpisGene18746	Stylophora pistillata (Smooth cauliflower coral)	743			GO:0003964	RNA-directed DNA polymerase activity [GO:0003964]	RNA-directed DNA polymerase activity [GO:0003964]	pol
PFX30296.1	A0A2B4SLQ4	unreviewed	A0A2B4SLQ4_STYPI	Uncharacterized protein K02A2.6	K02A2.6 AWC38_SpisGene4892	Stylophora pistillata (Smooth cauliflower coral)	809						K02A2.6
PFX16237.1	A0A2B4RIP4	unreviewed	A0A2B4RIP4_STYPI	Protein NLRC3	NLRC3 AWC38_SpisGene19502	Stylophora pistillata (Smooth cauliflower coral)	2757						NLRC3
KAJ7389317.1	A0A9W9ZWS1	unreviewed	A0A9W9ZWS1_9CNID	Coatomer subunit epsilon	OS493_032171	Desmophyllum pertusum	299	COPI vesicle coat [GO:0030126]; Golgi membrane [GO:0000139]	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intra-Golgi vesicle-mediated transport [GO:0006891]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	GO:0000139; GO:0005198; GO:0006888; GO:0006890; GO:0006891; GO:0015031; GO:0030126	structural molecule activity [GO:0005198]	COPI vesicle coat [GO:0030126]; Golgi membrane [GO:0000139]; structural molecule activity [GO:0005198]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intra-Golgi vesicle-mediated transport [GO:0006891]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	
PFX13657.1	A0A2B4RBB3	unreviewed	A0A2B4RBB3_STYPI	Hemicentin-2	Hmcn2 AWC38_SpisGene22239	Stylophora pistillata (Smooth cauliflower coral)	1720	cell-cell junction [GO:0005911]; plasma membrane [GO:0005886]	cell-cell adhesion [GO:0098609]	GO:0004672; GO:0005524; GO:0005886; GO:0005911; GO:0050839; GO:0098609	ATP binding [GO:0005524]; cell adhesion molecule binding [GO:0050839]; protein kinase activity [GO:0004672]	cell-cell junction [GO:0005911]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; cell adhesion molecule binding [GO:0050839]; protein kinase activity [GO:0004672]; cell-cell adhesion [GO:0098609]	Hmcn2
RMX39376.1	A0A3M6TDB4	unreviewed	A0A3M6TDB4_POCDA	Uncharacterized protein	pdam_00005983	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	442						
CAH3170016.1	A0AAU9Y6M7	unreviewed	A0AAU9Y6M7_9CNID	Uncharacterized protein	PMEA_00013009	Pocillopora meandrina	193						
KAJ7356025.1	A0A9W9YKS7	unreviewed	A0A9W9YKS7_9CNID	Uncharacterized protein	OS493_027422	Desmophyllum pertusum	140						
KAK2546847.1	A0AAD9PPX3	unreviewed	A0AAD9PPX3_ACRCE	Retrovirus-related Pol polyprotein from transposon 297	P5673_033425	Acropora cervicornis (Staghorn coral)	1885		DNA integration [GO:0015074]	GO:0003676; GO:0003964; GO:0004519; GO:0015074	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; DNA integration [GO:0015074]	
PFX15349.1	A0A2B4REX5	unreviewed	A0A2B4REX5_STYPI	Endonuclease/exonuclease/phosphatase domain-containing protein	AWC38_SpisGene20437	Stylophora pistillata (Smooth cauliflower coral)	325			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]	
KAJ7380675.1	A0A9W9ZFV5	unreviewed	A0A9W9ZFV5_9CNID	Uncharacterized protein	OS493_007041	Desmophyllum pertusum	545						
CAH3160375.1	A0AAU9XX23	unreviewed	A0AAU9XX23_9CNID	Uncharacterized protein	PMEA_00032364	Pocillopora meandrina	627						
PFX21008.1	A0A2B4RXF3	unreviewed	A0A2B4RXF3_STYPI	Endonuclease/exonuclease/phosphatase domain-containing protein	AWC38_SpisGene14517	Stylophora pistillata (Smooth cauliflower coral)	599	extracellular matrix [GO:0031012]		GO:0031012		extracellular matrix [GO:0031012]	
CAB4023331.1	A0A6S7K6B8	unreviewed	A0A6S7K6B8_PARCT	ATP-dependent DNA helicase (EC 3.6.4.12)	PACLA_8A039906	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	1007		DNA recombination [GO:0006310]; DNA repair [GO:0006281]; telomere maintenance [GO:0000723]	GO:0000723; GO:0005524; GO:0006281; GO:0006310; GO:0009378; GO:0016787; GO:0036121; GO:0061749; GO:1990518	ATP binding [GO:0005524]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; hydrolase activity [GO:0016787]; single-stranded 3'-5' DNA helicase activity [GO:1990518]	ATP binding [GO:0005524]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; hydrolase activity [GO:0016787]; single-stranded 3'-5' DNA helicase activity [GO:1990518]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; telomere maintenance [GO:0000723]	
CAB4007204.1	A0A6S7HPA6	unreviewed	A0A6S7HPA6_PARCT	Pro-Pol poly	PACLA_8A054989	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	787		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	
PFX21867.1	A0A2B4RZV8	unreviewed	A0A2B4RZV8_STYPI	Gamma-aminobutyric acid receptor subunit rho-2	GABRR2 AWC38_SpisGene13648	Stylophora pistillata (Smooth cauliflower coral)	1025	plasma membrane [GO:0005886]		GO:0004888; GO:0005230; GO:0005886	extracellular ligand-gated monoatomic ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	plasma membrane [GO:0005886]; extracellular ligand-gated monoatomic ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GABRR2
CAH3151952.1	A0AAU9XL96	unreviewed	A0AAU9XL96_9CNID	C2H2-type domain-containing protein	PMEA_00026607	Pocillopora meandrina	991			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]	
RMX54667.1	A0A3M6ULX6	unreviewed	A0A3M6ULX6_POCDA	Uncharacterized protein	pdam_00009315	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	133						
KAK2571591.1	A0AAD9VEJ5	unreviewed	A0AAD9VEJ5_ACRCE	Uncharacterized protein	P5673_002952	Acropora cervicornis (Staghorn coral)	79	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
AKM77632.1	A0A1C6ZYZ5	unreviewed	A0A1C6ZYZ5_9CNID	Red fluorescent protein plobRFP		Porites lobata	233		bioluminescence [GO:0008218]	GO:0008218		bioluminescence [GO:0008218]	
KAK2567822.1	A0AAD9QUX2	unreviewed	A0AAD9QUX2_ACRCE	Uncharacterized protein	P5673_007697	Acropora cervicornis (Staghorn coral)	221						
CAB4009724.1	A0A7D9EGB0	unreviewed	A0A7D9EGB0_PARCT	Transposon Ty3-G Gag-Pol poly	PACLA_8A001456	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	1332		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	
CAB4032794.1	A0A7D9LHH4	unreviewed	A0A7D9LHH4_PARCT	Uncharacterized protein	PACLA_8A039484	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	166						
PFX27359.1	A0A2B4SE46	unreviewed	A0A2B4SE46_STYPI	DNA-directed DNA polymerase (EC 2.7.7.7)	AWC38_SpisGene7933	Stylophora pistillata (Smooth cauliflower coral)	2549		DNA replication [GO:0006260]	GO:0000166; GO:0003677; GO:0003887; GO:0006260; GO:0008270	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; zinc ion binding [GO:0008270]	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; zinc ion binding [GO:0008270]; DNA replication [GO:0006260]	
PFX34814.1	A0A2B4SVW4	unreviewed	A0A2B4SVW4_STYPI	RNA-directed DNA polymerase from mobile element jockey	pol AWC38_SpisGene327	Stylophora pistillata (Smooth cauliflower coral)	1068			GO:0003964	RNA-directed DNA polymerase activity [GO:0003964]	RNA-directed DNA polymerase activity [GO:0003964]	pol
PFX14275.1	A0A2B4RDA1	unreviewed	A0A2B4RDA1_STYPI	Peptidase aspartic putative domain-containing protein	AWC38_SpisGene21584	Stylophora pistillata (Smooth cauliflower coral)	390						
CAB3999180.1	A0A6S7H8C9	unreviewed	A0A6S7H8C9_PARCT	Retrovirus-related Pol poly from transposon TNT 1-94	PACLA_8A035885	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	883		DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003676; GO:0003887; GO:0003964; GO:0004519; GO:0006310; GO:0015074	DNA-directed DNA polymerase activity [GO:0003887]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]	DNA-directed DNA polymerase activity [GO:0003887]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	
PFX13749.1	A0A2B4RAB2	unreviewed	A0A2B4RAB2_STYPI	HAT C-terminal dimerisation domain-containing protein	AWC38_SpisGene22139	Stylophora pistillata (Smooth cauliflower coral)	726	nucleus [GO:0005634]		GO:0005634; GO:0046983	protein dimerization activity [GO:0046983]	nucleus [GO:0005634]; protein dimerization activity [GO:0046983]	
KAK2550570.1	A0AAD9PXN9	unreviewed	A0AAD9PXN9_ACRCE	Retrovirus-related Pol polyprotein from transposon 17.6	P5673_028774	Acropora cervicornis (Staghorn coral)	1090		DNA integration [GO:0015074]	GO:0003676; GO:0003964; GO:0004519; GO:0008270; GO:0015074	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]	
CAH3033940.1	A0AAU9VMB4	unreviewed	A0AAU9VMB4_9CNID	Protein kinase domain-containing protein	PMEA_00010393	Pocillopora meandrina	463			GO:0004672; GO:0005524	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	
