From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Names (primary)
XP_031572946.1	A0A6P8IZI0	unreviewed	A0A6P8IZI0_ACTTE	Uncharacterized protein LOC116306945	LOC116306945	Actinia tenebrosa (Australian red waratah sea anemone)	86						LOC116306945
XP_020909963.1	A0A913XVT0	unreviewed	A0A913XVT0_EXADI	Polyprotein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	1050						
XP_028518908.1	A0A913YV14	unreviewed	A0A913YV14_EXADI	Reverse transcriptase domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	619		proteolysis [GO:0006508]	GO:0004190; GO:0006508	aspartic-type endopeptidase activity [GO:0004190]	aspartic-type endopeptidase activity [GO:0004190]; proteolysis [GO:0006508]	
XP_020906728.1	A0A913XML0	unreviewed	A0A913XML0_EXADI	Reverse transcriptase domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	409			GO:0008168; GO:0016706	2-oxoglutarate-dependent dioxygenase activity [GO:0016706]; methyltransferase activity [GO:0008168]	2-oxoglutarate-dependent dioxygenase activity [GO:0016706]; methyltransferase activity [GO:0008168]	
XP_038074867.1	A0A914BHF6	unreviewed	A0A914BHF6_PATMI	Endonuclease/exonuclease/phosphatase domain-containing protein		Patiria miniata (Bat star) (Asterina miniata)	506	extracellular matrix [GO:0031012]	cell adhesion involved in heart morphogenesis [GO:0061343]; larval heart development [GO:0007508]	GO:0003824; GO:0007508; GO:0031012; GO:0061343	catalytic activity [GO:0003824]	extracellular matrix [GO:0031012]; catalytic activity [GO:0003824]; cell adhesion involved in heart morphogenesis [GO:0061343]; larval heart development [GO:0007508]	
XP_031575498.1	A0A6P8JD41	unreviewed	A0A6P8JD41_ACTTE	Uncharacterized protein LOC116309089	LOC116309089	Actinia tenebrosa (Australian red waratah sea anemone)	466			GO:0003677; GO:0008270	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	LOC116309089
XP_031573596.1	A0A6P8J112	unreviewed	A0A6P8J112_ACTTE	Uncharacterized protein LOC116307468	LOC116307468	Actinia tenebrosa (Australian red waratah sea anemone)	230			GO:0046872	metal ion binding [GO:0046872]	metal ion binding [GO:0046872]	LOC116307468
XP_028514902.1	A0A913YK86	unreviewed	A0A913YK86_EXADI	Reverse transcriptase domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	881						
XP_031550451.1	A0A6P8H4V0	unreviewed	A0A6P8H4V0_ACTTE	Uncharacterized protein LOC116287882	LOC116287882	Actinia tenebrosa (Australian red waratah sea anemone)	1441		DNA integration [GO:0015074]	GO:0003676; GO:0008270; GO:0015074	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]	LOC116287882
XP_028513635.1	A0A913YE81	unreviewed	A0A913YE81_EXADI	SWIM-type domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	527		DNA repair [GO:0006281]	GO:0006281; GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]; DNA repair [GO:0006281]	
XP_028514569.1	A0A913YHM6	unreviewed	A0A913YHM6_EXADI	DUF4371 domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	449						
XP_028512558.1	A0A913YC59	unreviewed	A0A913YC59_EXADI	Uncharacterized protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	245						
XP_020893556.1	A0A913WSS0	unreviewed	A0A913WSS0_EXADI	Reverse transcriptase domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	575						
XP_013880698.1	A0A2I4CL25	unreviewed	A0A2I4CL25_AUSLI	Pogo transposable element with KRAB domain	pogk	Austrofundulus limnaeus (Annual killifish)	428	nucleus [GO:0005634]		GO:0003677; GO:0005634	DNA binding [GO:0003677]	nucleus [GO:0005634]; DNA binding [GO:0003677]	pogk
XP_031556776.1	A0A6P8HM23	unreviewed	A0A6P8HM23_ACTTE	Uncharacterized protein LOC116293487	LOC116293487	Actinia tenebrosa (Australian red waratah sea anemone)	255						LOC116293487
XP_031566300.1	A0A6P8IHY0	unreviewed	A0A6P8IHY0_ACTTE	Uncharacterized protein LOC116301386	LOC116301386	Actinia tenebrosa (Australian red waratah sea anemone)	162						LOC116301386
XP_028518348.1	A0A913YTF2	unreviewed	A0A913YTF2_EXADI	Uncharacterized protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	159						
XP_035699544.1	A0A9J7ND07	unreviewed	A0A9J7ND07_BRAFL	ribonuclease H (EC 3.1.26.4)	LOC118432124	Branchiostoma floridae (Florida lancelet) (Amphioxus)	783						LOC118432124
XP_020917202.1	A0A913YBF9	unreviewed	A0A913YBF9_EXADI	Uncharacterized protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	236						
XP_020909545.1	A0A913XTK4	unreviewed	A0A913XTK4_EXADI	Replication protein A OB domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	369			GO:0003677	DNA binding [GO:0003677]	DNA binding [GO:0003677]	
XP_031558932.1	A0A6P8I218	unreviewed	A0A6P8I218_ACTTE	Uncharacterized protein LOC116295291	LOC116295291	Actinia tenebrosa (Australian red waratah sea anemone)	602		DNA repair [GO:0006281]	GO:0006281; GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]; DNA repair [GO:0006281]	LOC116295291
XP_031572078.1	A0A6P8J1V1	unreviewed	A0A6P8J1V1_ACTTE	Uncharacterized protein LOC116306170	LOC116306170	Actinia tenebrosa (Australian red waratah sea anemone)	215		DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	LOC116306170
XP_031549737.1	A0A6P8HAP7	unreviewed	A0A6P8HAP7_ACTTE	Uncharacterized protein LOC116287231	LOC116287231	Actinia tenebrosa (Australian red waratah sea anemone)	529						LOC116287231
XP_031569046.1	A0A6P8IPR2	unreviewed	A0A6P8IPR2_ACTTE	Uncharacterized protein K02A2.6-like	LOC116303614	Actinia tenebrosa (Australian red waratah sea anemone)	282		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	LOC116303614
XP_020908929.1	A0A913XR60	unreviewed	A0A913XR60_EXADI	Pro-Pol polyprotein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	1729		DNA integration [GO:0015074]	GO:0003676; GO:0008270; GO:0015074	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]	
XP_020912312.1	A0A913Y0W1	unreviewed	A0A913Y0W1_EXADI	DDE Tnp4 domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	511			GO:0046872	metal ion binding [GO:0046872]	metal ion binding [GO:0046872]	
XP_031555942.1	A0A6P8HTH5	unreviewed	A0A6P8HTH5_ACTTE	Uncharacterized protein LOC116292729	LOC116292729	Actinia tenebrosa (Australian red waratah sea anemone)	509		DNA repair [GO:0006281]	GO:0006281; GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]; DNA repair [GO:0006281]	LOC116292729
